mturk,political_stand,session,question_id_sequence,current_question,world,sequential_number,aid 
5c3cefc7-8e30-44bf-8b63-db957dfa6650,,5c3cf047410a9,"24,3,8,16,5,19,11,10,17,15,6,18,13,7,2,9,14,4,20,1,12,25",24,5,0,5c3cefc7-8e30-44bf-8b63-db957dfa6650
5c3cf014-575f-4da4-b6bd-165826fbb01d,strong Democrats,5c3cf05a6629f,"23,18,19,12,6,16,7,1,13,4,10,8,14,17,9,3,2,15,20,11,5,25",,4,0,5c3cf014-575f-4da4-b6bd-165826fbb01d
5c3cefb1-90d8-43c8-937e-0652d36dd5c9,strong Democrats,5c3cf05c02f9e,"24,3,9,12,1,2,4,5,14,17,6,7,8,19,11,16,10,18,20,15,13,25",25,7,0,5c3cefb1-90d8-43c8-937e-0652d36dd5c9
5c3cf019-47db-42cd-a1ba-a245d3284785,strong Republicans,5c3cf05d3b177,"23,19,18,12,9,2,3,11,5,16,20,13,10,6,14,7,1,4,8,15,17,25",9,3,0,5c3cf019-47db-42cd-a1ba-a245d3284785
5c3cef82-9227-47b3-8ade-e93aff382235,strong Republicans,5c3cf06eef467,"23,1,11,5,15,16,20,6,4,7,14,12,10,2,18,13,19,17,9,3,8,25",25,9,0,5c3cef82-9227-47b3-8ade-e93aff382235
5c3cf026-578d-449f-9ee1-17b11f8939cc,strong Democrats,5c3cf090df7a3,"23,9,1,13,20,18,10,2,4,6,17,3,7,12,14,19,8,11,16,15,5,25",25,1,0,5c3cf026-578d-449f-9ee1-17b11f8939cc
5c3cf040-5cd6-4a61-b87f-cd57347ffabf,,5c3cf0a70f58b,"23,14,4,18,1,5,20,16,9,6,8,13,2,12,7,3,17,11,10,15,19,25",23,7,0,5c3cf040-5cd6-4a61-b87f-cd57347ffabf
5c3cf082-cbc7-4776-b486-4a4e7bc82e19,Democrats,5c3cf0c272d72,"24,10,17,3,6,14,19,16,20,15,12,2,4,9,5,1,18,11,13,8,7,25",25,10,0,5c3cf082-cbc7-4776-b486-4a4e7bc82e19
5c3cf08d-774b-4bbb-84a1-51f97845a08b,strong Democrats,5c3cf0c867b44,"23,1,12,2,16,9,6,3,20,4,8,11,10,17,18,7,14,13,15,19,5,25",,2,0,5c3cf08d-774b-4bbb-84a1-51f97845a08b
5c3cefc8-8497-4204-99c1-620e39e89c4a,,5c3cf0e35687c,"24,12,10,3,5,2,4,9,20,8,16,7,1,19,15,18,14,6,11,13,17,25",24,8,0,5c3cefc8-8497-4204-99c1-620e39e89c4a
5c3cf0c5-6ab7-4370-8273-2172abec1c15,,5c3cf0fc3c136,"24,17,16,11,20,15,18,7,10,6,3,5,14,2,13,19,9,8,12,4,1,25",24,9,0,5c3cf0c5-6ab7-4370-8273-2172abec1c15
5c3cf0c7-b559-4ab0-9593-bc8b28ce0256,Democrats,5c3cf10546d01,"24,4,6,13,10,8,9,17,5,18,12,14,19,1,11,16,7,2,15,3,20,25",25,5,0,5c3cf0c7-b559-4ab0-9593-bc8b28ce0256
5c3cf0d6-d99f-4520-aecc-0673ecaa2557,strong Republicans,5c3cf10af3c1a,"23,18,16,6,19,12,8,2,14,3,1,10,17,4,20,15,13,5,11,7,9,25",,3,0,5c3cf0d6-d99f-4520-aecc-0673ecaa2557
5c3cf0e4-30a3-4b38-aee8-efd6afb8fe99,strong Democrats,5c3cf1212f25e,"23,15,4,16,7,17,9,1,2,3,12,13,14,10,6,5,11,20,8,18,19,25",,6,0,5c3cf0e4-30a3-4b38-aee8-efd6afb8fe99
5c3ceeef-45d6-428e-a6ef-79db947a6482,Democrats,5c3cf13244dbe,"23,11,10,8,3,12,5,9,7,17,14,1,16,4,15,20,2,18,13,19,6,25",25,4,0,5c3ceeef-45d6-428e-a6ef-79db947a6482
5c3cf0b1-b069-4888-9671-9ef17db1aa4a,strong Democrats,5c3cf175ac513,"24,16,13,11,17,7,10,18,3,9,6,19,20,14,12,2,4,8,15,1,5,25",25,6,0,5c3cf0b1-b069-4888-9671-9ef17db1aa4a
5c3cef67-98bb-4a87-b94c-65a698727ea3,Democrats,5c3cf18082748,"24,10,7,2,13,3,9,19,20,4,8,5,14,11,16,6,17,12,15,1,18,25",,8,0,5c3cef67-98bb-4a87-b94c-65a698727ea3
5c3cf140-3055-4d7e-ae8f-c5cc567b94a1,strong Republicans,5c3cf18e661b1,"23,6,17,20,11,9,7,8,10,13,15,16,19,2,4,5,1,3,18,12,14,25",,2,0,5c3cf140-3055-4d7e-ae8f-c5cc567b94a1
5c3cf11f-622d-415a-b703-c9f43f2fdfed,Democrats,5c3cf190310fb,"23,3,9,1,16,17,15,5,14,8,20,10,11,4,7,19,12,13,6,18,2,25",,7,0,5c3cf11f-622d-415a-b703-c9f43f2fdfed
5c3cf1a0-8f4e-4ea3-9c81-87bcafa5f99d,strong Republicans,5c3cf21b6dc6e,"24,20,1,3,5,16,2,13,19,18,7,12,17,6,9,4,8,10,11,14,15,25",,1,0,5c3cf1a0-8f4e-4ea3-9c81-87bcafa5f99d
5c3cf1cf-00a3-4466-a7ed-7d02842753c1,Republicans,5c3cf2345a806,"24,8,12,17,15,20,19,6,9,4,1,16,5,18,7,3,13,11,10,2,14,25",,3,0,5c3cf1cf-00a3-4466-a7ed-7d02842753c1
5c3cf209-00c3-4ef8-8871-703c904c074c,,5c3cf238b4455,"24,16,9,3,10,8,4,15,2,19,6,1,7,13,11,18,5,14,17,12,20,25",24,9,0,5c3cf209-00c3-4ef8-8871-703c904c074c
5c3cf1f3-5cca-4d5c-acbf-7b0cd0a1c358,Republicans,5c3cf245cc156,"23,18,3,14,12,13,4,2,20,8,7,17,11,15,19,5,10,1,9,6,16,25",25,10,0,5c3cf1f3-5cca-4d5c-acbf-7b0cd0a1c358
5c3cf1e9-714a-4b0a-ad32-4c7e466324b9,Democrats,5c3cf2535350c,"24,16,17,7,4,10,18,3,2,5,14,19,8,1,11,20,12,9,13,15,6,25",25,4,0,5c3cf1e9-714a-4b0a-ad32-4c7e466324b9
5c3cf1d2-37c5-42c7-8f74-33677e274641,Democrats,5c3cf25906d3d,"24,17,9,4,8,19,15,1,20,5,14,18,12,7,13,10,11,16,6,3,2,25",25,5,0,5c3cf1d2-37c5-42c7-8f74-33677e274641
5c3cf205-2cf9-4fba-bf35-d1edcc38ac8a,,5c3cf265e613d,"23,4,18,5,12,6,15,2,16,19,20,7,17,14,9,10,11,3,13,8,1,25",23,4,0,5c3cf205-2cf9-4fba-bf35-d1edcc38ac8a
5c3cf1ff-f0bb-4d31-b23e-358749a3f2ec,Republicans,5c3cf26e70aa3,"23,13,2,8,20,9,14,19,5,16,1,10,12,3,18,15,6,4,17,7,11,25",,9,0,5c3cf1ff-f0bb-4d31-b23e-358749a3f2ec
5c3cf25d-94d5-44e9-bb8c-52bf973f806a,strong Democrats,5c3cf2b825fa2,"23,14,15,13,2,7,4,6,9,11,8,10,20,12,19,5,17,1,3,18,16,25",25,3,0,5c3cf25d-94d5-44e9-bb8c-52bf973f806a
5c3cf296-2953-4ae9-bd38-f6b691e7ff3b,strong Democrats,5c3cf2d6100c5,"23,9,18,15,13,12,7,19,17,1,14,4,8,6,5,11,10,16,2,20,3,25",25,10,0,5c3cf296-2953-4ae9-bd38-f6b691e7ff3b
5c3cf2a1-191d-47a3-ba67-1d98fcdc00a6,strong Democrats,5c3cf3175055a,"23,19,5,10,14,18,12,13,6,17,9,20,7,15,11,16,1,2,4,3,8,25",,2,0,5c3cf2a1-191d-47a3-ba67-1d98fcdc00a6
5c3cf2e3-d4e4-40c2-9ff4-8ba23eec6082,,5c3cf32aa7f64,"24,17,15,2,9,16,19,8,12,18,7,5,20,4,10,1,14,3,11,6,13,25",24,8,0,5c3cf2e3-d4e4-40c2-9ff4-8ba23eec6082
5c3cf2cd-74d0-4018-bed5-0cb97926f049,strong Republicans,5c3cf34506bcb,"24,14,6,15,16,2,7,17,9,8,19,1,4,3,18,5,20,10,11,12,13,25",,7,0,5c3cf2cd-74d0-4018-bed5-0cb97926f049
5c3cf2ec-6edf-4c0a-9b24-50e843cbe7b4,Republicans,5c3cf358e4d7c,"23,9,16,4,14,12,1,2,6,5,7,20,13,15,8,17,19,18,11,3,10,25",,5,0,5c3cf2ec-6edf-4c0a-9b24-50e843cbe7b4
5c3cf292-b622-4244-81d1-83e98c4add06,Democrats,5c3cf360ee669,"24,13,3,20,6,16,10,11,7,8,14,1,2,17,9,18,5,12,19,15,4,25",,1,0,5c3cf292-b622-4244-81d1-83e98c4add06
5c3cf34b-9698-40c0-8b83-5fe901341b2e,,5c3cf37ad8bff,"24,17,7,11,2,15,3,16,9,13,10,14,19,20,12,18,8,6,4,1,5,25",24,6,0,5c3cf34b-9698-40c0-8b83-5fe901341b2e
5c3cf24d-547a-42d8-9447-a4d5e304c840,,5c3cf38fa372b,"24,14,4,1,13,15,3,2,17,7,18,11,5,9,10,20,19,8,16,12,6,25",24,10,0,5c3cf24d-547a-42d8-9447-a4d5e304c840
5c3cf380-bd10-447f-9ecd-ce3a7354682a,Republicans,5c3cf3bff2fa8,"23,16,15,9,12,19,14,11,17,6,13,10,4,2,3,5,18,8,7,20,1,25",,4,0,5c3cf380-bd10-447f-9ecd-ce3a7354682a
5c3cf338-8d18-4449-a78a-3e39899e7fe4,strong Republicans,5c3cf3d115af2,"24,12,8,2,1,11,6,19,18,14,3,10,9,13,17,15,7,20,4,16,5,25",,5,0,5c3cf338-8d18-4449-a78a-3e39899e7fe4
5c3cf37f-e0b2-4363-8535-ee617801f3da,,5c3cf3d2f280a,"23,16,5,9,2,10,8,18,15,17,12,20,11,4,19,6,3,14,1,13,7,25",23,7,0,5c3cf37f-e0b2-4363-8535-ee617801f3da
5c3cf3a2-e8f7-4cf1-8ae3-ed2bcc71ba51,Republicans,5c3cf3df218e7,"23,15,17,3,12,2,7,14,19,4,6,11,1,10,8,20,9,18,16,13,5,25",,8,0,5c3cf3a2-e8f7-4cf1-8ae3-ed2bcc71ba51
5c3cf38b-a4ed-4b20-bc85-afd442be3c44,,5c3cf4012b648,"24,7,13,6,18,9,14,2,17,5,20,8,15,1,4,3,11,19,12,16,10,25",24,2,0,5c3cf38b-a4ed-4b20-bc85-afd442be3c44
5c3cf3b9-7f69-4054-b31c-39460889badc,Democrats,5c3cf415f27a9,"23,5,20,4,19,11,18,2,7,17,10,3,15,13,9,12,1,6,8,16,14,25",8,1,0,5c3cf3b9-7f69-4054-b31c-39460889badc
5c3cf3cc-9448-4e84-98e8-b7fd946d3c45,Republicans,5c3cf4230134c,"23,20,16,9,19,10,5,8,12,4,6,2,13,7,1,11,14,3,18,15,17,25",10,6,0,5c3cf3cc-9448-4e84-98e8-b7fd946d3c45
5c3cf406-9084-4271-9524-0b41a65435c9,strong Democrats,5c3cf45363a01,"24,10,5,20,6,1,4,12,2,13,14,16,19,8,11,17,3,7,15,18,9,25",,9,0,5c3cf406-9084-4271-9524-0b41a65435c9
5c3cf408-e113-4207-8d2e-fd399ccafc45,Democrats,5c3cf45eddf02,"24,12,2,14,11,18,4,15,17,13,20,10,8,19,5,3,9,7,1,16,6,25",16,3,0,5c3cf408-e113-4207-8d2e-fd399ccafc45
5c3cf371-3371-481d-8cba-e89fefe2b26f,strong Republicans,5c3cf478d97cc,"24,19,20,17,11,18,13,7,2,6,15,12,16,4,5,8,9,10,3,14,1,25",6,9,0,5c3cf371-3371-481d-8cba-e89fefe2b26f
5c3cf42b-5014-44ef-b8d2-087fbd73cefd,Republicans,5c3cf488ad5de,"24,5,12,18,6,15,7,20,13,10,11,17,9,3,4,19,14,1,8,2,16,25",,3,0,5c3cf42b-5014-44ef-b8d2-087fbd73cefd
5c3cf42b-96a5-4a3f-bfb6-ee8559866e11,Republicans,5c3cf49a26365,"24,1,18,12,5,19,3,11,7,15,4,6,9,20,14,16,2,8,13,17,10,25",25,1,0,5c3cf42b-96a5-4a3f-bfb6-ee8559866e11
5c3cf3b5-bd81-47d2-8116-e00b42bafbe6,strong Republicans,5c3cf4ac62e78,"24,11,8,16,6,19,13,20,17,18,3,4,15,10,2,7,14,12,5,9,1,25",25,7,0,5c3cf3b5-bd81-47d2-8116-e00b42bafbe6
5c3cf454-cbba-43ac-a0ca-ed151636a678,Republicans,5c3cf4acda36d,"23,9,1,19,8,11,16,3,14,10,2,17,12,5,7,20,6,13,15,18,4,25",,2,0,5c3cf454-cbba-43ac-a0ca-ed151636a678
5c3cf442-9ace-43e4-9839-1e7a20b12f50,Democrats,5c3cf4af90ac1,"23,20,11,7,13,1,5,8,4,6,17,18,9,12,3,2,19,10,15,16,14,25",25,4,0,5c3cf442-9ace-43e4-9839-1e7a20b12f50
5c3cf462-2559-46b9-bb91-6e30855b5dbf,strong Democrats,5c3cf4b246e97,"24,5,6,8,9,1,2,18,4,15,10,16,11,14,12,20,13,19,3,17,7,25",25,6,0,5c3cf462-2559-46b9-bb91-6e30855b5dbf
5c3cf481-929f-4509-90c8-ed91c2a2220a,strong Democrats,5c3cf4c55528d,"24,6,4,14,9,3,12,19,2,13,11,5,8,20,7,1,16,17,18,10,15,25",,8,0,5c3cf481-929f-4509-90c8-ed91c2a2220a
5c3cf4ab-7f9d-485c-86a8-fda0a2850696,strong Republicans,5c3cf4cf80717,"24,13,12,3,8,20,15,14,19,2,9,17,18,10,6,7,16,1,4,11,5,25",,10,0,5c3cf4ab-7f9d-485c-86a8-fda0a2850696
5c3cf4a1-a22e-434a-9470-eac6541fe06d,,5c3cf4d42e323,"24,18,10,8,15,12,19,6,14,2,7,20,9,5,16,13,3,4,11,1,17,25",25,5,0,5c3cf4a1-a22e-434a-9470-eac6541fe06d
5c3cf4a0-4dfd-4a8b-b14a-aa3fb5203e6c,Republicans,5c3cf501f27eb,"24,14,20,8,17,1,15,4,11,6,9,19,3,10,12,7,13,18,5,2,16,25",,1,0,5c3cf4a0-4dfd-4a8b-b14a-aa3fb5203e6c
5c3cf4cf-a12f-4a29-bf22-b84eb2934a96,strong Democrats,5c3cf50d0b54e,"24,12,5,11,13,15,4,16,19,8,14,10,2,17,1,3,18,7,20,9,6,25",,9,0,5c3cf4cf-a12f-4a29-bf22-b84eb2934a96
5c3cf3f7-8e18-4f09-9221-dbae621f11e2,Democrats,5c3cf5305d602,"24,18,5,6,11,1,10,8,9,12,15,7,3,13,17,19,4,14,20,2,16,25",,10,0,5c3cf3f7-8e18-4f09-9221-dbae621f11e2
5c3cf4b5-ddd7-4a11-ada5-350abd0fa351,strong Democrats,5c3cf548e7f08,"23,7,5,8,17,15,9,13,10,16,20,14,4,11,2,18,12,6,1,19,3,25",,7,0,5c3cf4b5-ddd7-4a11-ada5-350abd0fa351
5c3cf4ae-2fae-49f5-97fa-39e04fc135eb,Republicans,5c3cf551f108d,"23,17,14,10,18,2,5,9,6,19,3,8,16,7,20,4,1,12,13,15,11,25",25,4,0,5c3cf4ae-2fae-49f5-97fa-39e04fc135eb
5c3cf52f-8cd8-4e6b-8ab0-c027fb3982cd,Republicans,5c3cf55265b54,"24,12,9,5,3,7,11,17,15,8,16,1,19,4,13,2,6,20,10,18,14,25",,3,0,5c3cf52f-8cd8-4e6b-8ab0-c027fb3982cd
5c3cf530-6c92-480d-afb0-a57ca9330667,Republicans,5c3cf5561abd4,"23,6,15,4,5,2,20,9,10,16,14,1,12,17,19,7,11,13,8,18,3,25",3,8,0,5c3cf530-6c92-480d-afb0-a57ca9330667
5c3cf2a9-fabb-4a86-8fdd-a7d4a15c4e4a,,5c3cf564940bd,"24,5,15,12,8,2,7,19,20,14,9,1,11,3,6,13,4,16,10,17,18,25",24,6,0,5c3cf2a9-fabb-4a86-8fdd-a7d4a15c4e4a
5c3cf51a-c978-4a38-beff-9fc622b00e2f,Republicans,5c3cf56ce30e6,"23,16,8,11,18,13,1,19,6,15,2,9,5,10,7,12,3,14,17,4,20,25",25,2,0,5c3cf51a-c978-4a38-beff-9fc622b00e2f
5c3cf4f7-a75f-455b-8cea-7e11d4070f4b,Democrats,5c3cf5843647e,"23,19,1,8,15,3,18,6,13,5,4,7,17,16,12,14,2,10,11,20,9,25",,5,0,5c3cf4f7-a75f-455b-8cea-7e11d4070f4b
5c3cf4fe-3ae8-45f8-8d3c-fb347f49cf9a,Republicans,5c3cf58baa4b6,"24,13,17,18,14,15,19,4,7,20,5,1,2,10,8,3,11,6,9,16,12,25",,7,0,5c3cf4fe-3ae8-45f8-8d3c-fb347f49cf9a
5c3cf507-d524-422f-a2a8-811dd28219fa,strong Republicans,5c3cf5b23dce9,"24,14,1,10,13,3,12,17,2,8,19,7,20,11,16,6,15,18,4,9,5,25",25,3,0,5c3cf507-d524-422f-a2a8-811dd28219fa
5c3cf4ce-6d4f-4205-bd9b-ea500bea20fd,strong Democrats,5c3cf5c900fb0,"24,5,19,1,13,2,7,9,4,3,10,17,14,11,16,20,6,12,8,15,18,25",,8,0,5c3cf4ce-6d4f-4205-bd9b-ea500bea20fd
5c3cefe7-09b2-49f1-9f65-8400744f4597,neither,5c3cf5caad695,"23,20,1,18,3,11,5,9,7,19,14,16,6,8,12,17,15,13,2,10,4,25",23,6,0,5c3cefe7-09b2-49f1-9f65-8400744f4597
5c3cf59e-6c78-4977-a500-b4ea3c2e5092,Republicans,5c3cf5fac5c62,"24,6,14,20,11,9,19,17,5,1,18,10,7,15,16,8,13,12,3,4,2,25",,10,0,5c3cf59e-6c78-4977-a500-b4ea3c2e5092
5c3cf571-0a59-4b7e-8142-de2cb3b816f7,Republicans,5c3cf5fb51d44,"23,13,8,4,9,5,16,12,17,6,2,3,7,14,10,18,15,19,20,11,1,25",8,2,0,5c3cf571-0a59-4b7e-8142-de2cb3b816f7
5c3cf5af-dda7-4fde-87a4-404b06d3f4ff,strong Republicans,5c3cf63d308d4,"24,8,19,5,10,12,4,3,13,1,17,2,14,7,16,15,9,11,20,6,18,25",,1,0,5c3cf5af-dda7-4fde-87a4-404b06d3f4ff
5c3cf5d1-3632-4c2b-bf77-0e298ccd74bb,strong Democrats,5c3cf66110454,"24,19,18,10,2,15,5,3,9,16,17,7,4,12,13,8,20,14,11,6,1,25",,9,0,5c3cf5d1-3632-4c2b-bf77-0e298ccd74bb
5c3cf608-588a-4874-8481-94fef6491b61,Democrats,5c3cf68020b71,"23,3,4,13,6,11,1,7,12,18,15,9,14,2,8,5,16,17,19,10,20,25",25,4,0,5c3cf608-588a-4874-8481-94fef6491b61
5c3cf63d-c58a-46b6-9988-b9a4b451460e,,5c3cf6be60358,"24,14,10,7,19,15,5,8,1,17,2,18,9,13,16,11,20,3,12,6,4,25",24,5,0,5c3cf63d-c58a-46b6-9988-b9a4b451460e
5c3cf351-4619-4cff-b912-52223eb0a768,strong Democrats,5c3cf6d48370b,"23,16,13,3,5,11,4,15,8,1,2,14,6,19,9,20,17,18,12,7,10,25",,2,0,5c3cf351-4619-4cff-b912-52223eb0a768
5c3cf695-9e48-47f7-996c-18ffa57a1304,strong Republicans,5c3cf6db63e17,"23,3,10,2,4,9,6,20,14,5,16,11,8,15,13,18,1,7,12,19,17,25",,5,0,5c3cf695-9e48-47f7-996c-18ffa57a1304
5c3cf6db-0209-453c-879f-c830cf6e35e9,strong Republicans,5c3cf70d3d2fd,"23,20,13,2,14,19,16,4,6,8,5,15,12,3,11,18,17,10,9,1,7,25",,7,0,5c3cf6db-0209-453c-879f-c830cf6e35e9
5c3cf6b2-89e0-4102-9d04-84103057f0ec,Republicans,5c3cf755b0a7d,"24,20,17,14,7,8,1,11,5,19,16,9,18,12,3,15,6,2,4,10,13,25",25,8,0,5c3cf6b2-89e0-4102-9d04-84103057f0ec
5c3cf734-7858-4694-9930-b150b60c30cd,strong Republicans,5c3cf7947b879,"23,15,11,14,1,10,19,8,3,18,12,5,9,6,2,20,4,16,13,17,7,25",,10,0,5c3cf734-7858-4694-9930-b150b60c30cd
5c3cf700-cdb3-4222-91ee-eb73f006ec87,strong Republicans,5c3cf7a21beef,"24,10,17,1,14,16,4,19,11,15,9,5,6,18,8,2,13,7,20,3,12,25",,3,0,5c3cf700-cdb3-4222-91ee-eb73f006ec87
5c3cf707-e444-4252-90f9-9ef0c1dd55af,,5c3cf7b37f786,"24,4,12,1,20,9,18,3,11,5,6,16,13,2,10,14,15,17,19,8,7,25",24,6,0,5c3cf707-e444-4252-90f9-9ef0c1dd55af
5c3cf7ce-b303-458d-8864-137e5ea79354,Republicans,5c3cf819e024d,"24,17,9,8,12,1,11,4,18,6,3,15,16,5,20,2,13,10,19,14,7,25",25,1,0,5c3cf7ce-b303-458d-8864-137e5ea79354
5c3cf803-55bc-410e-8b01-895638c5662e,strong Republicans,5c3cf85419f41,"23,15,11,16,7,20,3,10,5,2,17,14,12,4,13,18,6,8,9,1,19,25",,9,0,5c3cf803-55bc-410e-8b01-895638c5662e
5c3cf83b-f1a5-497c-bcbf-1e4a9d4ae885,,5c3cf8770b4e9,"23,10,16,1,8,9,3,5,12,6,13,7,2,4,15,17,18,11,14,20,19,25",23,4,0,5c3cf83b-f1a5-497c-bcbf-1e4a9d4ae885
5c3cf855-9eb3-4935-8bb7-0ce768d0e613,strong Republicans,5c3cf89a9a852,"24,4,7,20,18,14,2,6,16,3,10,9,15,12,19,1,5,17,13,8,11,25",,10,0,5c3cf855-9eb3-4935-8bb7-0ce768d0e613
5c3cf876-ec78-4b31-8a0a-a8eb0908d0bf,Republicans,5c3cf8ad9e02e,"24,19,10,6,7,11,13,18,15,20,16,14,8,12,2,1,4,17,9,3,5,25",25,8,0,5c3cf876-ec78-4b31-8a0a-a8eb0908d0bf
5c3cf82b-7485-4606-be10-47598af31a73,strong Democrats,5c3cf8aee5009,"23,15,17,3,5,10,14,4,1,13,19,20,8,12,18,16,11,7,9,2,6,25",,7,0,5c3cf82b-7485-4606-be10-47598af31a73
5c3cf883-0a67-4c2b-b788-b057e8132460,Democrats,5c3cf8b500fee,"23,19,8,14,5,10,6,16,17,1,2,12,7,3,9,18,11,15,20,4,13,25",,2,0,5c3cf883-0a67-4c2b-b788-b057e8132460
5c3cf868-a20c-4d38-83fd-c2fd76e30de1,strong Republicans,5c3cf8d5bf8e9,"24,4,18,16,2,1,12,8,10,3,5,20,9,15,11,17,19,14,6,13,7,25",,6,0,5c3cf868-a20c-4d38-83fd-c2fd76e30de1
5c3cf840-f984-4389-9fe6-1a48441b1cc5,Republicans,5c3cf8f54b144,"24,15,12,3,1,18,11,10,16,7,14,5,13,2,8,6,19,17,4,9,20,25",,5,0,5c3cf840-f984-4389-9fe6-1a48441b1cc5
5c3cf84e-b833-4d38-bacb-0090f66d720f,,5c3cf9034c658,"23,10,11,5,15,7,6,13,8,1,17,20,16,2,3,4,9,18,14,12,19,25",23,4,0,5c3cf84e-b833-4d38-bacb-0090f66d720f
5c3cf932-911e-4c08-8f80-cb542277899e,Republicans,5c3cf98016bb9,"24,5,11,8,18,9,19,17,20,14,6,3,2,12,13,4,10,16,1,7,15,25",,1,0,5c3cf932-911e-4c08-8f80-cb542277899e
5c3cf636-02af-4cd6-9453-3857bff85287,Republicans,5c3cf9b97ef75,"24,11,7,6,16,3,8,15,9,18,5,10,13,20,2,12,4,14,19,17,1,25",,9,0,5c3cf636-02af-4cd6-9453-3857bff85287
5c3cf98c-c0b9-4931-996c-2115357d57e5,Republicans,5c3cfa0abc04c,"24,3,7,12,18,14,1,2,8,9,11,16,15,13,10,17,19,20,5,6,4,25",25,3,0,5c3cf98c-c0b9-4931-996c-2115357d57e5
5c3cf9c0-b1f7-4d2e-8c02-944f44717af2,strong Democrats,5c3cfa0d1417f,"23,20,9,16,15,10,3,4,12,8,2,14,7,11,19,6,5,13,17,1,18,25",,1,0,5c3cf9c0-b1f7-4d2e-8c02-944f44717af2
5c3cf9e5-7ee2-43db-a5d6-62ac277ad1d1,strong Republicans,5c3cfa343d147,"23,1,2,18,14,20,5,16,7,6,3,12,10,17,13,19,4,15,11,8,9,25",25,4,0,5c3cf9e5-7ee2-43db-a5d6-62ac277ad1d1
5c3cfa1a-bba8-41ab-9972-a10df6715bcb,strong Republicans,5c3cfa9805f15,"23,17,2,9,8,16,3,15,5,1,13,18,14,6,11,7,20,19,10,12,4,25",,10,0,5c3cfa1a-bba8-41ab-9972-a10df6715bcb
5c3cfa22-212c-44c6-a729-dac11308e178,Republicans,5c3cfac391e7a,"24,4,16,11,8,9,14,18,5,12,13,7,3,17,10,19,20,15,6,2,1,25",25,6,0,5c3cfa22-212c-44c6-a729-dac11308e178
5c3cfb15-1232-4b91-bd02-3f2f45ac6a48,Republicans,5c3cfb63e6e03,"23,13,11,12,7,6,9,5,18,10,3,20,2,8,14,19,4,17,16,1,15,25",,9,0,5c3cfb15-1232-4b91-bd02-3f2f45ac6a48
5c3cfaeb-a0f2-4709-bf0b-9d803a68f928,strong Republicans,5c3cfb7522259,"24,16,6,20,1,4,3,10,9,11,17,12,19,5,13,7,2,15,8,18,14,25",25,3,0,5c3cfaeb-a0f2-4709-bf0b-9d803a68f928
5c3cfb51-e044-447d-8a74-2da96d929f6f,Republicans,5c3cfba3796f1,"24,10,1,2,7,12,19,18,3,15,17,20,14,16,9,8,13,11,4,6,5,25",,5,0,5c3cfb51-e044-447d-8a74-2da96d929f6f
5c3cfb51-ceac-448d-a5c7-edd85a42757f,Republicans,5c3cfbae0e25f,"24,1,7,13,15,10,5,14,2,11,6,16,12,19,18,4,9,8,3,20,17,25",8,7,0,5c3cfb51-ceac-448d-a5c7-edd85a42757f
5c3cfadb-5cd9-4c04-a4cf-193af1b10e96,strong Republicans,5c3cfbb98c291,"23,15,2,7,11,6,12,13,9,20,10,8,4,3,16,17,19,18,14,5,1,25",,8,0,5c3cfadb-5cd9-4c04-a4cf-193af1b10e96
5c3ceac8-63f1-4d31-afac-0a63612ebc5f,Democrats,5c3cfbccf341e,"24,19,8,16,13,15,6,3,10,2,7,1,12,18,11,5,20,17,4,9,14,25",,2,0,5c3ceac8-63f1-4d31-afac-0a63612ebc5f
5c3cfbb8-a90a-4222-ba3c-daab1f9b12ff,Republicans,5c3cfbf17778d,"24,5,16,9,15,19,11,1,6,17,2,7,10,13,20,14,3,12,8,4,18,25",25,2,0,5c3cfbb8-a90a-4222-ba3c-daab1f9b12ff
5c3cfb90-eb1c-4ac3-8789-9936ce283886,strong Republicans,5c3cfc19b1091,"24,4,11,15,3,14,17,20,18,19,12,13,7,10,8,6,16,9,1,5,2,25",25,3,0,5c3cfb90-eb1c-4ac3-8789-9936ce283886
5c3cfbdd-cac7-4246-98d1-0f5ee77cb326,strong Republicans,5c3cfc1a97c39,"23,19,3,9,10,4,18,11,5,17,16,14,20,2,6,8,13,12,7,1,15,25",3,8,0,5c3cfbdd-cac7-4246-98d1-0f5ee77cb326
5c3cfba8-8a3c-4935-ad82-563e1449e02f,Democrats,5c3cfc3854e67,"23,5,14,13,17,12,8,15,16,2,18,19,6,20,9,4,7,1,10,11,3,25",12,7,0,5c3cfba8-8a3c-4935-ad82-563e1449e02f
5c3cfbdd-e4de-4d99-a6d6-4e06d49389a2,strong Republicans,5c3cfc5337fb7,"23,16,3,1,11,19,8,5,2,12,20,7,4,15,14,18,6,17,13,9,10,25",,6,0,5c3cfbdd-e4de-4d99-a6d6-4e06d49389a2
5c3cfc23-a59d-422b-b70b-374bb395ed28,Republicans,5c3cfc9237254,"24,12,10,1,17,20,7,2,4,16,5,9,14,13,8,19,3,15,11,18,6,25",25,9,0,5c3cfc23-a59d-422b-b70b-374bb395ed28
5c3cfbbe-e83f-4ebe-91d7-d3f013a312a6,Republicans,5c3cfc95546c1,"23,11,12,3,18,9,20,17,16,2,13,14,8,19,5,1,15,4,7,10,6,25",,4,0,5c3cfbbe-e83f-4ebe-91d7-d3f013a312a6
